Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,FamilySize,CustomerTenure,TotalSpend,Cluster_KMeans,Cluster_GMM,Cluster_HDBSCAN,PCA1,PCA2
4,3,53312.0,0,0,32,241,0,12,0,0,25,1,5,1,5,7,0,0,0,0,0,0,0,74,0,4163,278,2,2,-1,0.38195966090141037,1.116275339328411
2,4,72228.0,0,0,87,631,28,491,30,14,56,1,6,7,8,3,0,0,0,0,0,0,0,73,0,4418,1250,1,1,2,1.9578926041665976,-1.410942260672449
2,5,67605.0,0,0,84,336,28,282,184,54,54,1,2,8,6,1,0,0,0,0,0,0,0,38,0,4294,938,1,1,-1,1.4565277049755279,-1.117784814869993
3,3,62845.0,1,1,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,0,76,2,4475,1178,3,3,-1,0.4529517872231464,0.2688704402436738
2,5,65196.0,0,2,34,743,19,181,12,0,200,2,7,6,11,5,1,0,0,0,0,0,0,67,2,4178,1155,3,3,-1,0.3422687866036712,0.11935979894547637
4,4,42000.0,0,0,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,0,1,38,0,4374,653,3,3,-1,0.5627268365173419,0.319902069022039
4,2,35860.0,1,1,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,52,2,3880,49,2,0,-1,-1.7260806998311136,2.396631728877616
4,3,65526.0,0,1,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,0,61,1,3918,506,2,2,3,0.27288467787851345,2.2797170461064855
2,3,16860.0,1,1,19,10,4,4,3,3,14,3,1,1,3,7,0,0,0,0,0,0,0,64,2,4494,38,3,0,-1,-2.1926528998862747,-0.8215566823647729
2,4,83528.0,0,0,7,530,117,678,134,44,147,1,4,10,8,1,1,0,0,1,0,0,1,33,0,3898,1650,1,1,2,2.472037876235677,0.9992191067164552
0,2,64176.0,0,1,52,1215,33,249,64,116,149,8,8,9,8,6,0,0,0,0,0,0,0,60,1,4534,1826,1,1,-1,1.5540207954238627,-2.3265785583104543
2,2,22304.0,0,0,91,3,2,7,0,4,2,1,1,0,2,8,0,0,0,0,0,0,0,69,0,4533,18,0,0,-1,-0.8250183697570344,-1.9003183475858723
2,3,67023.0,0,0,93,444,44,382,11,8,17,1,3,7,13,2,0,0,0,0,0,1,0,47,0,3956,906,1,1,2,1.220415064015498,0.06701661480030079
4,5,32892.0,1,0,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,0,54,1,3874,46,2,0,3,-1.1302060341953244,1.475679593623994
2,5,70713.0,0,1,23,736,114,279,82,76,190,6,5,6,8,3,0,0,0,0,0,0,0,59,1,4412,1477,1,1,3,1.5500694219105098,-0.718403579584823
2,5,59925.0,0,1,83,473,21,176,19,21,56,3,9,2,9,6,0,0,0,0,0,0,0,70,1,4415,766,3,3,3,0.49181211924451745,-1.3075312818406495
2,3,39722.0,0,1,92,32,0,5,2,0,8,2,2,0,3,5,0,0,0,0,0,0,0,72,1,3964,47,2,0,3,-1.1053454000570548,0.12342528237919269
2,5,46610.0,0,0,4,288,10,30,4,10,125,1,6,1,6,6,0,0,0,0,0,0,0,67,0,4185,467,3,2,-1,0.2609758230135663,-0.1852526348518517
2,5,88347.0,0,0,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,0,1,0,0,0,64,0,4200,2116,1,1,-1,3.273216057812761,-0.270103431101424
4,3,87171.0,0,0,27,1001,44,107,58,44,44,1,6,7,11,2,1,0,1,0,0,0,0,44,0,4263,1298,1,1,-1,2.5108319662390657,1.0444698432867443
0,5,26907.0,1,1,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0,49,2,4152,22,0,0,-1,-2.190253636081367,-1.0141590566714977
3,4,50014.0,1,0,9,234,14,77,19,10,42,2,4,1,8,5,0,0,0,0,0,0,0,57,1,3997,396,2,2,3,-0.3346684596351989,1.3265688929583979
4,3,41014.0,1,0,65,7,2,6,2,0,3,1,1,0,2,7,0,0,0,0,0,0,0,47,1,4272,20,2,0,3,-0.8034469814260896,0.6263264880850956
2,4,66294.0,0,0,68,251,108,334,65,92,117,1,4,3,5,2,0,0,0,0,0,0,0,60,0,3943,967,1,1,2,1.2732403522124647,0.21800812647665863
2,3,36715.0,1,0,16,172,10,125,21,13,16,6,7,2,4,9,0,0,0,0,0,0,1,54,1,4428,357,3,3,3,-0.6916858148946897,-0.6828218557090827
2,3,79456.0,0,0,12,565,42,548,64,83,99,1,5,6,4,3,0,0,0,0,0,0,1,69,0,4515,1401,1,1,2,2.323246868429741,-0.8834014658974829
2,5,40479.0,1,0,95,5,0,8,2,0,0,1,0,0,3,4,0,0,0,0,0,0,0,43,1,4155,15,0,0,3,-0.9905212459689716,-0.7049619385510943
3,4,75345.0,0,0,16,918,57,842,99,38,133,1,5,8,6,3,0,0,0,1,0,0,1,55,0,4351,2087,1,1,-1,2.98298290834531,0.014755640904578073
2,3,54233.0,0,1,46,652,8,158,21,0,142,4,11,6,5,8,0,0,0,0,0,0,0,48,1,4349,981,3,3,3,0.4699336562371986,-0.6124667315227431
2,4,24163.0,1,1,3,4,1,7,2,1,2,2,1,0,3,4,0,0,0,0,0,0,0,55,2,4099,17,2,0,-1,-2.1503695504947244,0.509480176324291
4,5,84460.0,0,0,80,152,27,103,106,54,81,0,9,9,4,5,0,1,1,1,1,0,1,67,0,4380,523,1,1,-1,1.7113092195520077,0.016870082404025346
2,5,43776.0,1,0,77,8,0,9,2,1,3,1,1,0,2,6,0,0,0,0,0,0,0,42,1,3896,23,2,0,3,-1.0006878045916763,0.29233269659117045
4,4,71691.0,0,0,0,336,130,411,240,32,43,1,4,7,5,2,0,0,0,0,0,0,1,67,0,3943,1192,1,1,-1,1.8224031194089712,2.0696723360133142
4,3,85844.0,0,0,62,938,19,843,25,95,38,1,6,6,7,2,0,0,1,0,0,0,0,52,0,3870,1958,1,1,-1,3.0293285103816903,1.9025717337983585
4,4,39190.0,1,0,91,68,8,18,19,8,12,2,2,1,4,5,0,0,0,0,0,0,0,51,1,3903,133,2,2,3,-0.8583043690000347,1.41668400865443
2,5,71367.0,0,0,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,66,0,4149,777,1,1,2,1.3111580054116867,-0.08216651674918493
4,4,38578.0,1,1,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,0,53,2,4211,73,3,0,-1,-1.4482210803475208,1.4859749959411093
4,3,57236.0,1,1,22,105,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0,0,60,2,3948,121,2,2,-1,-0.9767781691384789,2.374555393515929
2,4,61825.0,0,1,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,46,1,4165,424,3,1,3,0.041882850853095094,-0.13870022320578573
2,2,79803.0,0,1,54,574,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0,0,67,1,3866,868,1,1,-1,0.8737083794728914,1.1363273090361738
0,4,80910.0,0,0,71,160,80,369,67,39,41,1,3,3,8,1,0,0,0,0,0,0,0,39,0,4445,756,1,1,-1,1.512943523865484,-2.4604256548988506
3,5,27590.0,1,0,38,6,0,5,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,43,1,4271,12,3,0,3,-1.2558692704150336,-0.046803218319636006
2,3,56775.0,0,1,62,614,35,160,58,35,35,2,5,8,10,5,0,0,0,0,0,0,0,46,1,4382,937,3,3,3,0.5165486406516219,-0.8377589317245133
2,2,83829.0,0,0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,50,0,4103,1862,1,1,-1,2.774612407912011,-0.08300255014033515
0,3,54210.0,0,1,18,70,54,109,80,9,45,2,4,1,7,5,0,0,0,0,0,0,0,46,1,4244,367,0,1,-1,-0.4186954977392579,-1.2004415847178282
2,3,38508.0,1,0,95,120,19,206,25,19,54,6,7,2,5,8,0,0,0,0,0,0,0,39,1,4170,443,0,2,3,-0.6271118036942019,-0.5828728067648027
2,5,53187.0,1,0,66,211,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,0,0,55,1,4085,267,2,2,3,-0.38711462405112246,-0.14191494850239256
2,3,30023.0,1,0,28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,0,53,1,3936,61,2,0,3,-1.4086619183390836,0.7138129602972604
4,4,76045.0,0,0,78,760,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,0,65,0,4065,1323,1,1,2,2.1697735468586337,1.0079533973571229
4,3,50870.0,0,1,13,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,0,73,1,3849,63,2,0,3,-0.6649808764111576,2.4922527311410967
0,3,15315.0,0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,55,0,4169,64,0,0,-1,-1.3061983496086993,-1.5565462205429355
0,3,65463.0,1,0,17,391,32,70,21,32,16,2,6,2,9,5,0,1,0,0,0,0,0,51,1,3989,562,0,1,-1,0.012942819291372953,-0.32004210600823657
2,3,66480.0,1,1,71,199,9,57,20,21,6,7,4,1,7,4,0,0,0,0,0,0,0,60,2,3868,312,2,2,-1,-0.6901468795869243,1.0309619576888922
2,2,76773.0,0,0,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,0,71,0,4328,1156,1,1,-1,1.9033793880851457,-0.8036453072583698
0,4,81698.0,0,0,1,709,45,115,30,160,45,1,8,2,5,5,0,0,0,1,0,0,1,42,0,4324,1104,1,1,-1,1.8347443379747077,-1.4657465480264114
4,4,54466.0,1,1,78,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,0,52,2,3979,16,2,0,-1,-1.1150709436301887,1.6503763193474874
3,4,98777.0,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,65,0,3971,2008,1,1,-1,3.426574945214395,1.3257584616345397
4,4,16269.0,1,0,75,19,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,0,41,1,4142,44,2,0,-1,-1.5301813484456852,0.6427261400389271
2,5,71819.0,0,1,70,1224,28,140,0,14,168,3,3,3,5,6,0,1,1,0,0,0,0,54,1,4144,1574,1,1,-1,1.5908118124568988,-0.3037746122926805
4,3,33569.0,1,0,10,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,0,1,42,1,4095,63,2,0,3,-1.0690354075695414,1.6165304688268265
3,3,36262.0,0,0,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,0,1,42,0,4121,426,2,2,-1,-0.06497023385721577,0.5733771801681756
1,5,22634.0,0,0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0,59,0,4368,96,0,0,-1,-0.8344308280974588,-1.9123365068355058
0,3,47025.0,0,1,98,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,0,47,1,4129,635,0,1,-1,-0.36060851924378107,-1.6379364929025109
2,4,70566.0,0,1,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,0,57,1,4105,757,3,1,3,0.6123702986578945,0.565108906760523
4,3,31605.0,1,0,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,0,46,1,4423,125,3,3,3,-0.9201329653895864,0.5269297552855395
3,2,52034.0,1,1,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,0,52,2,4247,332,2,3,-1,-0.8698051570122838,0.48030734289240895
2,4,48526.0,1,0,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,0,46,1,4026,135,2,2,3,-0.7253121275430852,0.4287175273739778
2,3,46734.0,0,1,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,0,71,1,4427,330,3,3,3,-0.4193756368580181,-0.8174073213446188
2,2,39552.0,1,1,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,1,63,2,4397,384,3,3,0,-1.2073690103795682,-0.57573408669161
2,4,86358.0,1,1,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,0,59,2,4529,1722,1,3,-1,1.7121139610414584,-1.1426914449987433
2,5,46931.0,2,1,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,0,48,3,3905,78,2,0,-1,-2.050065646727036,0.5864604723633734
1,4,16581.0,0,0,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,0,40,0,4372,24,0,0,-1,-1.1088435063433588,-1.89705884786306
0,2,63998.0,0,0,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,1,73,0,4030,1168,1,1,-1,1.2307178818914777,-0.8468410791577243
3,3,67381.0,0,1,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,0,74,1,4369,957,1,1,3,0.9314336078537839,-0.15676550407093098
2,4,25930.0,1,1,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,58,2,4101,15,0,0,0,-2.070154724631835,-0.24280925016388427
2,3,42693.0,1,0,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,47,1,3861,57,2,0,3,-1.073279635248048,1.0375870283201432
2,5,85606.0,0,1,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,0,49,1,4433,1956,1,1,-1,2.5336507786727487,-1.2970675636261488
2,4,72903.0,0,0,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,1,40,0,4082,2013,1,1,-1,2.6527515277377605,-0.2880138803000753
0,5,49669.0,1,0,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,0,51,1,3875,326,0,2,-1,-0.6771160805781631,-1.006620361984406
4,3,36778.0,1,1,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,0,57,2,4532,77,3,0,-1,-1.3628639070573347,0.022889976513256634
4,2,85696.0,0,0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,63,0,4261,1313,1,1,-1,2.481735096125128,0.5926479961084324
3,2,10979.0,0,0,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,36,0,3877,30,2,0,-1,-1.3530284637755174,1.1816921357448336
2,3,49678.0,0,1,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0,64,1,4351,315,0,3,3,-0.3667479590049961,-0.9269782110558877
3,5,56129.0,0,1,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,72,1,4213,660,3,1,3,0.26193553875977876,0.0688723767209609
2,3,37155.0,1,0,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,36,1,4353,74,0,0,3,-1.0024273337677634,-0.7430823882618116
0,2,21282.0,1,0,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,0,47,1,3888,46,0,0,-1,-1.8798905440049003,-0.740445112291172
4,4,33419.0,0,1,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0,63,1,4155,86,2,0,3,-0.9771699667418099,0.7231705710701503
2,6,63285.0,0,0,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,80,0,4075,1103,1,1,-1,1.4384027125100283,-0.5837699005813306
3,5,21255.0,1,0,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,51,1,3998,61,2,0,3,-1.4969723345335577,0.5912800569870444
2,5,42162.0,1,0,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,1,44,1,4061,145,2,2,3,-0.8636083632831975,0.17227671600663685
2,5,54450.0,1,1,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,69,2,4492,684,3,3,-1,-0.35911518370141543,-0.6068109450722852
4,3,57744.0,0,1,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,0,71,1,4068,411,2,2,3,0.030426023229620198,1.1326871240370264
2,4,26576.0,1,0,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,1,39,1,4463,27,0,0,3,-1.297447636524164,-1.1723811019020072
4,6,57513.0,0,0,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,82,0,4197,1060,1,1,-1,1.4388215309403105,0.4286612367069589
2,5,68142.0,0,1,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,0,61,1,4508,1459,1,1,-1,1.521709136398441,-1.697524657315591
2,3,7500.0,0,1,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0,46,1,4508,18,0,0,-1,-1.8620002402296167,-1.5440457407803732
2,5,83145.0,0,0,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,1,51,0,4484,1833,1,1,-1,2.9294612275678293,-1.0166164868758585
3,3,54197.0,0,1,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0,65,1,3926,237,2,2,3,-0.43354243886763927,1.634109430800156
4,4,23091.0,1,1,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,0,62,2,3871,48,2,0,-1,-2.037331182479257,1.561810752046139
2,3,46049.0,1,1,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,1,49,2,4182,515,3,3,0,-0.9590274014433033,0.42078888629349837
2,5,56715.0,0,0,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,51,0,4410,1020,1,3,-1,1.2634144658411837,-1.280590968297919
2,3,79410.0,0,0,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,64,0,3870,1370,1,1,2,2.019842605903872,1.0707582868563836
2,3,57304.0,0,1,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0,74,1,4314,1026,1,1,3,0.5988514500499,-0.617926813479666
2,3,44375.0,0,1,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,0,60,1,3937,301,2,2,3,-0.7139382626547174,0.39908787094616066
2,5,54450.0,1,1,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,69,2,4492,684,3,3,-1,-0.35911518370141543,-0.6068109450722852
2,3,59594.0,0,1,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,0,60,1,4456,499,3,3,3,0.16314959908910123,-1.1270421664254522
2,5,80685.0,0,0,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,31,0,4515,1004,1,1,-1,1.9930374575043892,-1.4491255926653557
4,3,40344.0,0,1,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0,51,1,4098,218,2,2,3,-0.6892009087261118,1.3057424357535687
2,3,62710.0,0,1,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,53,1,4241,606,3,1,3,0.27164329377398433,-0.24801104746427388
0,3,48985.0,0,1,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,57,1,4198,75,0,0,-1,-0.906941149036681,-1.032797578351395
2,5,35322.0,1,2,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,57,3,4515,106,3,0,-1,-2.1245642264929683,-0.8689804818043972
2,3,77142.0,0,0,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,77,0,4235,990,1,1,2,1.7104585991483938,-0.37925095792649854
2,4,81657.0,0,0,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0,56,0,3997,1097,1,1,2,1.8858698019401734,0.15070516395261135
1,3,14421.0,0,0,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,0,29,0,3971,16,0,0,-1,-1.3614946879798007,-0.8252689534087009
0,3,20130.0,0,0,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,51,0,3943,34,0,0,-1,-1.267011730951126,-1.4622708050068702
4,3,74214.0,0,0,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,35,0,4511,1711,1,1,-1,2.671705841063989,0.35905692232309994
3,3,66726.0,1,1,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0,68,2,4007,438,2,2,-1,-0.4058699659121501,1.285391620169507
1,5,23724.0,1,0,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0,46,1,4376,75,0,0,3,-1.4207328085618447,-1.8627467704782967
3,3,47353.0,0,1,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,0,65,1,4067,225,2,2,3,-0.5601829557041474,0.4446683462469997
3,3,33444.0,1,1,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,73,2,4442,18,3,0,0,-1.662222352369848,0.030258623888597205
2,3,54386.0,0,1,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,44,1,4247,470,3,1,3,-0.13178793372116537,0.08472519351946735
2,2,28510.0,1,1,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0,44,2,4281,91,0,0,-1,-1.8882309719709023,-0.44237938007950256
2,5,48070.0,0,1,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,0,75,1,4371,504,3,3,3,-0.17334655700288748,-0.7924021460237913
2,3,43140.0,0,1,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0,68,1,4379,235,0,3,3,-0.6370418298119622,-0.942300646300837
4,2,54959.0,0,1,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,1,64,1,4365,1232,1,1,3,0.9215299877448423,0.5609033475986339
1,4,15056.0,1,1,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,67,2,4261,88,0,0,-1,-2.3331407825592896,-1.3371132518550952
2,4,26954.0,1,0,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,54,1,3891,17,2,0,3,-1.5457970382752948,0.8269206363847351
2,4,22327.0,1,0,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0,40,1,4170,24,0,0,3,-1.529078576073414,-0.7778778418709309
2,3,44393.0,1,1,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0,60,2,4150,60,2,0,0,-1.483920439857806,-0.14066594815354094
4,4,62000.0,0,1,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,73,1,4147,1020,3,1,-1,0.842945163085444,1.3697523946669399
4,5,31497.0,0,1,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,63,1,4409,155,3,3,3,-0.8486883313392976,0.29227744196210154
0,3,45894.0,0,2,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,51,2,3961,51,0,0,-1,-1.7275389711385023,-0.10497469799665789
3,2,78579.0,0,0,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,1,55,0,4393,1812,1,1,-1,2.7604189523946565,-0.03302286042053443
3,6,67369.0,0,1,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,1,56,1,4428,1461,1,1,-1,1.5717490402114742,-0.8193397427772711
2,2,58401.0,0,1,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,65,1,3909,96,2,2,-1,-0.5649837612083447,0.8776634911114413
2,4,62307.0,0,1,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0,73,1,3971,160,2,2,3,-0.29615370720612477,0.1448903817029905
3,3,43641.0,1,1,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,56,2,4272,139,3,3,0,-1.2958002686858077,0.3974356714936204
3,2,63841.0,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,57,1,4273,908,1,1,3,0.7107990450510683,0.25232462913342923
0,3,46891.0,0,1,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,60,1,4140,183,0,2,-1,-0.8487382395717417,-1.5804152117520225
3,3,70091.0,1,0,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,56,1,4294,1161,1,1,3,1.1788582244123995,0.5918333352823352
4,3,78075.0,0,0,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0,53,0,3924,988,1,1,-1,1.7844607245427528,1.6467123262998093
0,6,59184.0,0,1,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0,64,1,4497,1072,3,1,-1,0.6561809677840454,-2.208666203531179
2,3,54809.0,1,1,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,0,48,2,4130,174,2,2,0,-1.0952920513497721,0.773020738528216
2,3,58113.0,0,1,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,0,66,1,4359,758,3,3,3,0.3548597445865187,-0.7799665801557877
3,3,51412.0,0,1,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,67,1,4019,195,2,2,3,-0.511927885799427,1.0894384349598663
2,2,15287.0,1,0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,46,1,4466,31,0,0,-1,-1.660956138780269,-1.2381182566966737
3,5,66636.0,0,0,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,68,0,4155,1084,1,1,-1,1.6063288810806071,0.0852088908351361
3,3,50965.0,0,1,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,0,69,1,4333,685,3,3,3,0.1502097215499664,-0.3345366695336642
4,3,84618.0,0,0,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,60,0,4058,1672,1,1,-1,2.7768150642510134,1.0166971974718764
2,3,18351.0,0,0,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,35,0,4082,43,0,0,-1,-1.1125153472445457,0.1849139028616618
4,5,40451.0,0,2,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,68,2,3972,49,2,0,0,-1.4783916321087738,1.6724704828459411
2,5,36317.0,0,1,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,60,1,4242,133,0,2,3,-0.9637038164558427,-0.6369085006727089
2,5,42213.0,0,1,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,0,68,1,4099,363,0,2,3,-0.5885097895054338,-0.548359441024207
2,5,65748.0,0,1,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,0,70,1,4279,545,3,1,3,0.35841286336824724,-0.5967497281603329
2,5,77044.0,0,1,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,0,53,1,4084,1065,1,1,3,1.150267589704407,0.4822391764902031
2,5,74918.0,0,0,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0,56,0,4313,2047,1,1,-1,2.8697223995111543,-1.1388952056454074
2,3,56721.0,1,1,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0,53,2,4445,296,3,3,0,-0.7529073843955253,-0.7835641204583239
2,4,42160.0,1,1,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,1,50,2,4205,140,3,2,0,-1.438503187504934,0.10151742503130323
2,4,61559.0,0,1,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,60,1,4186,530,3,1,3,0.13995043878001615,0.22086833100242892
4,5,33629.0,1,1,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0,62,2,4529,152,3,3,-1,-1.3348390910107244,-0.08268433481704138
